Date,Observedtasmax,Modeltasmax,Bias
2003-06-11,24.7,35.22344000000004,10.52344000000004
2003-06-12,18.6,32.82934,14.22934
2003-06-13,18.5,36.853020000000015,18.353020000000015
2003-06-14,24.9,35.26586000000003,10.365860000000033
2003-06-15,23.6,32.100060000000035,8.500060000000033
2003-06-16,21.7,28.932400000000033,7.232400000000034
2003-06-17,25.1,32.016660000000115,6.916660000000114
2003-06-18,23.3,35.37695000000002,12.076950000000021
2003-06-19,19.7,37.79830000000004,18.09830000000004
2003-06-20,21.4,37.26860000000005,15.86860000000005
2003-06-21,23.4,35.41212999999999,12.012129999999992
2003-06-22,29.9,29.9812,0.0812000000000026
2003-06-23,32.0,21.71172000000001,-10.28827999999999
2003-06-24,32.9,26.186900000000037,-6.713099999999962
2003-06-25,34.4,30.628930000000025,-3.7710699999999733
2003-06-26,32.9,33.881700000000016,0.9817000000000178
